2026-05-04 15:35:17,914 | Starting PSA Pokemon auction review. Source=live eBay. Bidding mode=manual.
2026-05-04 15:36:30,641 | Analysis: The exact card is 2014 Pokemon XY #43 Raichu-Reverse Foil PSA 8. Market research shows two recent sold comps: one at $15.60 and another at $99.99. The $99.99 listing is an active asking price, not a sold price, causing a wide price spread and unreliable valuation. The valuation was conservatively capped at the lower sold price of $15.60 to preserve downside margin. Sell-through rate is 1.0 but based on only 2 sold and 1 active listing, indicating very thin liquidity. Due to the contaminated comp set with incompatible price clusters and insufficient exact sold comps, the outlook is uncertain and bidding is not recommended.
2026-05-04 15:36:30,641 | Risks: valuation_capped_to_lower_sold_comps; insufficient_exact_ebay_comps; unreliable_outlier_sold_comps
2026-05-04 15:36:30,641 | Step 5: Applying bid safety rules...
2026-05-04 15:36:30,642 | Final decision: DENIED. Reason: Analysis agent recommended against bidding. Analysis confidence is below the configured threshold. Trend outlook is not in the allowed trend outlook set. Analysis did not provide an actionable max bid.
2026-05-04 15:36:30,642 | ------ End auction 7/25: denied ------
2026-05-04 15:36:36,298 | ------ Start auction 8/25 ------
2026-05-04 15:36:36,298 | Item ID: 306905171189 | Current price: $42.00
2026-05-04 15:36:36,298 | Auction title: 2016 POKEMON XY EVOLUTIONS #51 MEWTWO PSA 8
2026-05-04 15:36:36,299 | Step 1: Checking listing requirements...
2026-05-04 15:36:36,303 | Step 1 result: passed. Card appears to be Mewtwo, PSA 8, unknown language, current price $42.00.
2026-05-04 15:36:36,304 | Step 2: Asking the listing-review agent if this auction is worth researching...
2026-05-04 15:36:39,830 | Step 2 result: selected for market research.
2026-05-04 15:36:39,830 | Step 3: Researching market value, sold comps, and sell-through...
2026-05-04 15:36:48,753 | Step 3 result: market value=unknown, sold comps=unknown, active listings=unknown, sell-through=unknown.
2026-05-04 15:36:48,753 | Market evidence: Recent sales of the 2016 Pokémon XY Evolutions #51 Mewtwo PSA 8 have ranged from $10.00 to $21.99, with a median around $18.00. Notably, a Prerelease Staff version of this card sold for $127.50 in June 2024, but this variant is distinct and not directly comparable. The current auction listing at $42.00 is above the recent median, suggesting it may be priced higher than typical market values.
2026-05-04 15:36:48,754 | Step 4: Asking the analysis agent for fair value and max bid...
2026-05-04 15:36:52,160 | Step 4 result: do not bid. Estimated value=$18.00, recommended max bid=$12.60, confidence=0.55.
2026-05-04 15:36:52,160 | Analysis: Recent exact eBay sold comps for 2016 Pokemon XY Evolutions #51 Mewtwo PSA 8 range from $10 to $22, with a median around $18. The current auction price of $42 is significantly above these comps, indicating overpricing. No active listing count or sell-through rate data is available, limiting liquidity assessment. The market appears steady but the listing price is not justified by comps, so bidding is not recommended. Conservative valuation override: Using lower sold comps instead of median/top-of-range comps because bidding should preserve downside margin. Lower comps=[10.0, 18.0, 18.0], spread_ratio=2.2, bid_fraction=0.70. Market value capped to $18.00; max bid capped to $12.60.
2026-05-04 15:36:52,160 | Risks: insufficient_exact_ebay_comps; unreliable_outlier_sold_comps; valuation_capped_to_lower_sold_comps
2026-05-04 15:36:52,160 | Step 5: Applying bid safety rules...
2026-05-04 15:36:52,161 | Final decision: DENIED. Reason: Analysis agent recommended against bidding. Analysis confidence is below the configured threshold. Approved max bid does not exceed the current auction price. Expected margin is below the configured minimum.
2026-05-04 15:36:52,161 | ------ End auction 8/25: denied ------
2026-05-04 15:36:57,941 | ------ Start auction 9/25 ------
2026-05-04 15:36:57,941 | Item ID: 298267588069 | Current price: $29.99
2026-05-04 15:36:57,941 | Auction title: 2014 POKEMON XY #90 WIGGLYTUFF-REVERSE FOIL PSA 9
2026-05-04 15:36:57,941 | Step 1: Checking listing requirements...
2026-05-04 15:36:57,946 | Final decision: DENIED. Reason: Could not detect an allow-listed Pokemon in the listing details.
2026-05-04 15:36:57,946 | ------ End auction 9/25: denied ------
2026-05-04 15:37:03,552 | ------ Start auction 10/25 ------
2026-05-04 15:37:03,552 | Item ID: 298267588740 | Current price: $39.99
2026-05-04 15:37:03,552 | Auction title: 2022 POKEMON GO #010 CHARIZARD-HOLO PSA 8
2026-05-04 15:37:03,552 | Step 1: Checking listing requirements...
2026-05-04 15:37:03,561 | Step 1 result: passed. Card appears to be Charizard, PSA 8, unknown language, current price $39.99.
2026-05-04 15:37:03,561 | Step 2: Asking the listing-review agent if this auction is worth researching...
2026-05-04 15:37:06,166 | Step 2 result: selected for market research.
2026-05-04 15:37:06,166 | Step 3: Researching market value, sold comps, and sell-through...
2026-05-04 15:37:13,935 | Step 3 result: market value=$15.74, sold comps=7, active listings=1, sell-through=1.00.
2026-05-04 15:37:13,935 | Market evidence: The PSA 8 graded 2022 Pokémon GO #010 Charizard-Holo has recent sold prices ranging from $9.50 to $27.99, with an average of approximately $21.99. The current auction listing at $39.99 is above this range, suggesting it may be priced higher than recent market values. The sell-through rate is 100%, indicating strong demand for this card. Conservative valuation override: Using lower sold comps instead of median/top-of-range comps because bidding should preserve downside margin. Lower comps=[9.5, 13.0, 18.49, 21.99], spread_ratio=2.95, bid_fraction=0.70. Estimated market value was capped from $21.99 to $15.74.
2026-05-04 15:37:13,935 | Step 4: Asking the analysis agent for fair value and max bid...
2026-05-04 15:37:18,084 | Step 4 result: do not bid. Estimated value=$15.74, recommended max bid=unknown, confidence=0.70.
2026-05-04 15:37:18,084 | Analysis: Exact eBay sold comps for 2022 POKEMON GO #010 CHARIZARD-HOLO PSA 8 show recent sales between $9.50 and $27.99 with a strong sell-through rate of 1.0, indicating good liquidity. The current auction price of $39.99 is significantly above the conservative estimated market value capped at $15.74 to preserve downside margin. The price trend appears steady with no indication of upward momentum. Given the high current price relative to comps and the capped valuation, bidding is not recommended to avoid overpaying.
2026-05-04 15:37:18,084 | Risks: valuation_capped_to_lower_sold_comps
2026-05-04 15:37:18,084 | Step 5: Applying bid safety rules...
2026-05-04 15:37:18,085 | Final decision: DENIED. Reason: Analysis agent recommended against bidding. Analysis did not provide an actionable max bid.
2026-05-04 15:37:18,085 | ------ End auction 10/25: denied ------
2026-05-04 15:37:23,704 | ------ Start auction 11/25 ------
2026-05-04 15:37:23,704 | Item ID: 306905174539 | Current price: $24.99
2026-05-04 15:37:23,704 | Auction title: 2025 POKEMON PRE EN-PRISMATIC EVOLUTIONS POKE BALL REVERSE HOLO VAPOREON PSA 8
2026-05-04 15:37:23,704 | Step 1: Checking listing requirements...
2026-05-04 15:37:23,710 | Step 1 result: passed. Card appears to be Vaporeon, PSA 8, English, current price $24.99.
2026-05-04 15:37:23,710 | Step 2: Asking the listing-review agent if this auction is worth researching...
2026-05-04 15:37:26,752 | Step 2 result: selected for market research.
2026-05-04 15:37:26,753 | Step 3: Researching market value, sold comps, and sell-through...
2026-05-04 15:37:33,689 | Step 3 result: market value=$20.50, sold comps=4, active listings=1, sell-through=1.00.
2026-05-04 15:37:33,689 | Market evidence: The card has a 100% sell-through rate with recent sales at $24.99 and $20.50, indicating a market value around $20.50.
2026-05-04 15:37:33,689 | Step 4: Asking the analysis agent for fair value and max bid...
2026-05-04 15:37:38,198 | Step 4 result: bid candidate. Estimated value=$20.50, recommended max bid=$16.00, confidence=0.85.
2026-05-04 15:37:38,198 | Analysis: Exact eBay sold comps for the 2025 Pre En-Prismatic Evolutions Poke Ball Reverse Holo Vaporeon PSA 8 show a consistent recent sold price cluster around $20.50 with a perfect 1.0 sell-through rate, indicating strong liquidity and stable market value. The current auction price of $24.99 is above the estimated market value, so a conservative max bid is set at about 78% of the estimated market value to allow for resale margin. No risk flags are noted due to solid exact comps and liquidity.
2026-05-04 15:37:38,198 | Step 5: Applying bid safety rules...
2026-05-04 15:37:38,199 | Final decision: DENIED. Reason: Approved max bid does not exceed the current auction price. Expected margin is below the configured minimum.
2026-05-04 15:37:38,199 | ------ End auction 11/25: denied ------
2026-05-04 15:37:43,859 | ------ Start auction 12/25 ------
2026-05-04 15:37:43,859 | Item ID: 306905177224 | Current price: $29.99
2026-05-04 15:37:43,859 | Auction title: 2016 POKEMON XY EVOLUTIONS #73 BLASTOISE SPIRIT LINK PSA 9
2026-05-04 15:37:43,859 | Step 1: Checking listing requirements...
2026-05-04 15:37:43,865 | Step 1 result: passed. Card appears to be Blastoise, PSA 9, unknown language, current price $29.99.
2026-05-04 15:37:43,865 | Step 2: Asking the listing-review agent if this auction is worth researching...
2026-05-04 15:37:46,188 | Step 2 result: selected for market research.
2026-05-04 15:37:46,189 | Step 3: Researching market value, sold comps, and sell-through...
2026-05-04 15:37:56,605 | Step 3 result: market value=$9.99, sold comps=19, active listings=1, sell-through=0.05.
2026-05-04 15:37:56,606 | Market evidence: The 2016 Pokémon XY Evolutions #73 Blastoise Spirit Link PSA 9 has a low sell-through rate of approximately 5.26%, indicating limited market activity. Recent sold prices range from $8.49 to $11.50, with an average around $10.00. Given the low sell-through rate and limited sales data, the estimated market value is approximately $10.00. Conservative valuation override: Using lower sold comps instead of median/top-of-range comps because bidding should preserve downside margin. Lower comps=[8.49, 9.99, 10.0], spread_ratio=1.35, bid_fraction=0.80. Estimated market value was capped from $10.00 to $9.99.
2026-05-04 15:37:56,606 | Step 4: Asking the analysis agent for fair value and max bid...
2026-05-04 15:38:01,535 | Step 4 result: do not bid. Estimated value=$9.99, recommended max bid=unknown, confidence=0.55.
2026-05-04 15:38:01,535 | Analysis: The 2016 Pokemon XY Evolutions #73 Blastoise Spirit Link PSA 9 shows low liquidity with a sell-through rate of only 5.26% (19 sold vs 1 active listing). Recent sold prices are tightly clustered between $8.49 and $11.50, with a conservative estimated market value capped at $9.99. The current auction price of $29.99 is significantly above market value, indicating overpricing and poor bidding opportunity. Due to low liquidity and price disparity, bidding is not recommended.
2026-05-04 15:38:01,535 | Risks: low_sell_through_rate; valuation_capped_to_lower_sold_comps
2026-05-04 15:38:01,535 | Step 5: Applying bid safety rules...
2026-05-04 15:38:01,536 | Final decision: DENIED. Reason: Analysis agent recommended against bidding. Analysis confidence is below the configured threshold. Trend outlook is not in the allowed trend outlook set. Analysis did not provide an actionable max bid.
2026-05-04 15:38:01,536 | ------ End auction 12/25: denied ------
2026-05-04 15:38:07,170 | ------ Start auction 13/25 ------
2026-05-04 15:38:07,170 | Item ID: 306905191359 | Current price: $29.99
2026-05-04 15:38:07,170 | Auction title: 2021 POKEMON CELEBRATIONS #022 LUGIA PSA 8
2026-05-04 15:38:07,170 | Step 1: Checking listing requirements...
2026-05-04 15:38:07,176 | Step 1 result: passed. Card appears to be Lugia, PSA 8, unknown language, current price $29.99.
2026-05-04 15:38:07,176 | Step 2: Asking the listing-review agent if this auction is worth researching...
2026-05-04 15:38:12,808 | Step 2 result: selected for market research.
2026-05-04 15:38:12,808 | Step 3: Researching market value, sold comps, and sell-through...
2026-05-04 15:38:21,371 | Step 3 result: market value=$22.49, sold comps=4, active listings=3, sell-through=1.33.
2026-05-04 15:38:21,372 | Market evidence: Recent sales of the 2021 Pokémon Celebrations #022 Lugia PSA 8 have ranged from $19.99 to $69.69, with a median of approximately $25.00. Active listings are priced between $19.99 and $69.69. The sell-through rate is 1.33, indicating a healthy market for this card. Given the current auction price of $29.99, it aligns with recent market activity. Conservative valuation override: Using lower sold comps instead of median/top-of-range comps because bidding should preserve downside margin. Lower comps=[19.99, 25.0], spread_ratio=3.49, bid_fraction=0.70. Estimated market value was capped from $25.00 to $22.49.
2026-05-04 15:38:21,372 | Step 4: Asking the analysis agent for fair value and max bid...
2026-05-04 15:38:24,805 | Step 4 result: bid candidate. Estimated value=$22.49, recommended max bid=$15.74, confidence=0.85.
2026-05-04 15:38:24,805 | Analysis: Exact eBay sold comps for 2021 Pokemon Celebrations #022 Lugia PSA 8 show recent sales between $19.99 and $69.69 with a median around $25.00. The sell-through rate is strong at 1.33, indicating good liquidity. The valuation is conservatively capped at $22.49 based on the lower sold comps to preserve downside margin. Current auction price $29.99 is above estimated market value, so recommended max bid is set at 70% of estimated value ($15.75) to allow profit margin and guard against overpaying. Conservative valuation override: Using lower sold comps instead of median/top-of-range comps because bidding should preserve downside margin. Lower comps=[19.99, 25.0], spread_ratio=3.49, bid_fraction=0.70. Market value capped to $22.49; max bid capped to $15.74.
2026-05-04 15:38:24,805 | Risks: valuation_capped_to_lower_sold_comps
2026-05-04 15:38:24,805 | Step 5: Applying bid safety rules...
2026-05-04 15:38:24,806 | Final decision: DENIED. Reason: Approved max bid does not exceed the current auction price. Expected margin is below the configured minimum.
2026-05-04 15:38:24,806 | ------ End auction 13/25: denied ------
2026-05-04 15:38:30,552 | ------ Start auction 14/25 ------
2026-05-04 15:38:30,552 | Item ID: 117165134427 | Current price: $99.99
2026-05-04 15:38:30,552 | Auction title: 2025 POKEMON DRI EN-DESTINED RIVALS HYPER RARE #239 ETHAN'S HO-OH EX PSA 10
2026-05-04 15:38:30,552 | Step 1: Checking listing requirements...
2026-05-04 15:38:30,557 | Step 1 result: passed. Card appears to be Ho-Oh, PSA 10, English, current price $99.99.
2026-05-04 15:38:30,557 | Step 2: Asking the listing-review agent if this auction is worth researching...
2026-05-04 15:38:51,460 | Step 2 result: selected for market research.
2026-05-04 15:38:51,461 | Step 3: Researching market value, sold comps, and sell-through...
2026-05-04 15:39:03,699 | Step 3 result: market value=$77.00, sold comps=5, active listings=4, sell-through=1.25.
2026-05-04 15:39:03,699 | Market evidence: Recent sales of the 2025 Pokémon DRI EN-DESTINED RIVALS Hyper Rare #239 Ethan's Ho-Oh EX PSA 10 have ranged from $75.00 to $85.00, with a median of $80.00. Active listings are priced between $77.00 and $110.00. The sell-through rate is 1.25, indicating strong demand. Given the current auction price of $99.99, the card is priced at the higher end of the market range. Considering the strong demand and recent sales data, the estimated market value is approximately $80.00. Conservative valuation override: Using lower sold comps instead of median/top-of-range comps because bidding should preserve downside margin. Lower comps=[75.0, 77.0, 80.0], spread_ratio=1.13, bid_fraction=0.80. Estimated market value was capped from $80.00 to $77.00.
2026-05-04 15:39:03,699 | Step 4: Asking the analysis agent for fair value and max bid...
2026-05-04 15:39:07,142 | Step 4 result: bid candidate. Estimated value=$77.00, recommended max bid=$61.60, confidence=0.85.
2026-05-04 15:39:07,142 | Analysis: Exact eBay sold comps for the 2025 Pokemon DRI EN-DESTINED RIVALS Hyper Rare #239 Ethan's Ho-Oh EX PSA 10 show recent sales between $75 and $85 with a median around $80. The sell-through rate of 1.25 indicates strong liquidity and demand. The current auction price of $99.99 is above the conservative estimated market value of $77.00, which is capped to the lower sold comps to preserve margin. The recommended max bid is set at 80% of the estimated market value ($61.60) to allow for a safe profit margin and bidding below current price. The trend is steady with no signs of downward pressure. Risk is low with strong exact comps and liquidity.
2026-05-04 15:39:07,142 | Step 5: Applying bid safety rules...
2026-05-04 15:39:07,143 | Final decision: DENIED. Reason: Approved max bid does not exceed the current auction price. Expected margin is below the configured minimum.
2026-05-04 15:39:07,143 | ------ End auction 14/25: denied ------
2026-05-04 15:39:12,715 | ------ Start auction 15/25 ------
2026-05-04 15:39:12,716 | Item ID: 306905194812 | Current price: $150.00
2026-05-04 15:39:12,716 | Auction title: 2008 POKEMON DIAMOND & PEARL LEGENDS AWAKENED #18 ARMALDO-REVERSE FOIL PSA 6
2026-05-04 15:39:12,716 | Step 1: Checking listing requirements...
2026-05-04 15:39:12,723 | Final decision: DENIED. Reason: Could not detect an allow-listed Pokemon in the listing details.; Listing grade is not in the allowed grades rule set.
2026-05-04 15:39:12,723 | ------ End auction 15/25: denied ------
2026-05-04 15:39:18,313 | ------ Start auction 16/25 ------
2026-05-04 15:39:18,314 | Item ID: 306905194858 | Current price: $150.00
2026-05-04 15:39:18,314 | Auction title: 2006 POKEMON POP SERIES 1 #1 BLAZIKEN-HOLO PSA 2
2026-05-04 15:39:18,314 | Step 1: Checking listing requirements...
2026-05-04 15:39:18,318 | Final decision: DENIED. Reason: Listing grade is not in the allowed grades rule set.
2026-05-04 15:39:18,319 | ------ End auction 16/25: denied ------
2026-05-04 15:39:23,996 | ------ Start auction 17/25 ------
2026-05-04 15:39:23,997 | Item ID: 117165134952 | Current price: $150.00
2026-05-04 15:39:23,997 | Auction title: 1999 POKEMON GERMAN 1ST EDITION #36 MAGMAR PSA 5
2026-05-04 15:39:23,997 | Step 1: Checking listing requirements...
2026-05-04 15:39:24,003 | Final decision: DENIED. Reason: Could not detect an allow-listed Pokemon in the listing details.; Listing grade is not in the allowed grades rule set.
2026-05-04 15:39:24,003 | ------ End auction 17/25: denied ------
2026-05-04 15:39:29,594 | ------ Start auction 18/25 ------
2026-05-04 15:39:29,594 | Item ID: 306905194998 | Current price: $99.99
2026-05-04 15:39:29,594 | Auction title: 2025 POKEMON MEG EN-MEGA EVOLUTION ILLUSTRATION RARE #137 NINJASK PSA 10
2026-05-04 15:39:29,594 | Step 1: Checking listing requirements...
2026-05-04 15:39:29,599 | Final decision: DENIED. Reason: Could not detect an allow-listed Pokemon in the listing details.
2026-05-04 15:39:29,599 | ------ End auction 18/25: denied ------
2026-05-04 15:39:35,466 | ------ Start auction 19/25 ------
2026-05-04 15:39:35,466 | Item ID: 306905195498 | Current price: $99.99
2026-05-04 15:39:35,466 | Auction title: 2025 POKEMON SIMPLIFIED CHINESE CBB3 C-GEM PACK VOL 3 #07 MORPEKO PSA 10
2026-05-04 15:39:35,466 | Step 1: Checking listing requirements...
2026-05-04 15:39:35,473 | Final decision: DENIED. Reason: Could not detect an allow-listed Pokemon in the listing details.
2026-05-04 15:39:35,473 | ------ End auction 19/25: denied ------
2026-05-04 15:39:41,107 | ------ Start auction 20/25 ------
2026-05-04 15:39:41,107 | Item ID: 306905196006 | Current price: $29.99
2026-05-04 15:39:41,107 | Auction title: 2023 POKEMON SWORD & SHIELD CROWN ZENITH #013 LEAFEON V PSA 9
2026-05-04 15:39:41,107 | Step 1: Checking listing requirements...
2026-05-04 15:39:41,113 | Step 1 result: passed. Card appears to be Leafeon, PSA 9, unknown language, current price $29.99.
2026-05-04 15:39:41,113 | Step 2: Asking the listing-review agent if this auction is worth researching...
2026-05-04 15:39:44,688 | Step 2 result: selected for market research.
2026-05-04 15:39:44,688 | Step 3: Researching market value, sold comps, and sell-through...
2026-05-04 15:39:54,940 | Step 3 result: market value=unknown, sold comps=4, active listings=1, sell-through=1.00.
2026-05-04 15:39:54,940 | Market evidence: The active listing for the 2023 Pokémon Sword & Shield Crown Zenith #013 Leafeon V PSA 9 is priced at $29.99. Recent sold listings include: $25.00 (December 16, 2025), $29.99 (April 4, 2026), $170.15 (December 27, 2025), and $200.00 (December 27, 2025). The higher-priced sales are likely outliers or mismatches, as they are significantly higher than the other recent sales. The estimated market value is based on the most recent sale at $29.99. Safety check: Recent sold prices split into incompatible clusters ($25.00-$29.99 and $170.15-$200.00). Clearing estimated market value so downstream analysis does not anchor to mismatched comps.
2026-05-04 15:39:54,940 | Step 4: Asking the analysis agent for fair value and max bid...
2026-05-04 15:39:58,850 | Step 4 result: do not bid. Estimated value=unknown, recommended max bid=unknown, confidence=0.55.
2026-05-04 15:39:58,850 | Analysis: Recent sold prices for this 2023 Pokemon Sword & Shield Crown Zenith #013 Leafeon V PSA 9 listing show two distinct clusters: a low cluster around $25-$30 and a high cluster around $170-$200. The higher prices are likely outliers or mismatches and cannot be reliably used for valuation. The sell-through rate is 1.0 but the presence of incompatible sold price clusters and lack of clear, consistent exact comps reduce confidence. Without reliable exact sold comps, we cannot estimate a fair market value or recommend a max bid. Bidding is not advised due to uncertain trend and unreliable comps. Safety override: Recent sold prices split into incompatible clusters ($25.00-$29.99 and $170.15-$200.00). The bid recommendation was removed because the comp set is likely mismatched or too noisy.
2026-05-04 15:39:58,850 | Risks: unreliable_outlier_sold_comps; insufficient_exact_ebay_comps; estimated_value_conflicts_with_sold_comps
2026-05-04 15:39:58,850 | Step 5: Applying bid safety rules...
2026-05-04 15:39:58,851 | Final decision: DENIED. Reason: Analysis agent recommended against bidding. Analysis did not provide a reliable sold-comp market value. Recent sold comps are too inconsistent for safe bidding: Recent sold prices split into incompatible clusters ($25.00-$29.99 and $170.15-$200.00). Analysis confidence is below the configured threshold. Trend outlook is not in the allowed trend outlook set. Analysis did not provide an actionable max bid.
2026-05-04 15:39:58,851 | ------ End auction 20/25: denied ------
2026-05-04 15:40:04,501 | ------ Start auction 21/25 ------
2026-05-04 15:40:04,501 | Item ID: 117165154924 | Current price: $147.95
2026-05-04 15:40:04,501 | Auction title: POKEMON JAPANESE SUN & MOON TAG TEAM GX ALL STARS RESHIRAM & CHARIZARD GX PSA 10
2026-05-04 15:40:04,501 | Step 1: Checking listing requirements...
2026-05-04 15:40:04,508 | Step 1 result: passed. Card appears to be Charizard, PSA 10, Japanese, current price $147.95.
2026-05-04 15:40:04,509 | Step 2: Asking the listing-review agent if this auction is worth researching...
2026-05-04 15:40:08,312 | Step 2 result: selected for market research.
